season,player,player_key,team_label,target_all_nba,all_nba_vote_points,all_nba_vote_max_points,all_nba_vote_share,all_nba_first_team_votes,all_nba_second_team_votes,all_nba_third_team_votes
2010,Dwight Howard,dwight howard,first all-nba team,3,610.0,610.0,1.0,122,0,0
2010,LeBron James,lebron james,first all-nba team,3,610.0,610.0,1.0,122,0,0
2010,Kobe Bryant,kobe bryant,first all-nba team,3,604.0,610.0,0.99,119,0,0
2010,Kevin Durant,kevin durant,first all-nba team,3,579.0,610.0,0.949,107,0,0
2010,Dwyane Wade,dwyane wade,first all-nba team,3,520.0,610.0,0.852,81,0,0
2010,Steve Nash,steve nash,second all-nba team,2,366.0,610.0,0.6,24,0,0
2010,Dirk Nowitzki,dirk nowitzki,second all-nba team,2,356.0,610.0,0.584,10,0,0
2010,Deron Williams,deron williams,second all-nba team,2,343.0,610.0,0.562,14,0,0
2010,Carmelo Anthony,carmelo anthony,second all-nba team,2,321.0,610.0,0.526,9,0,0
2010,Amar'e Stoudemire,amar'e stoudemire,second all-nba team,2,239.0,610.0,0.392,2,0,0
2010,Andrew Bogut,andrew bogut,third all-nba team,1,149.0,610.0,0.244,0,0,0
2010,Tim Duncan,tim duncan,third all-nba team,1,125.0,610.0,0.205,0,0,0
2010,Joe Johnson,joe johnson,third all-nba team,1,118.0,610.0,0.193,0,0,0
2010,Pau Gasol,pau gasol,third all-nba team,1,94.0,610.0,0.154,0,0,0
2010,Brandon Roy,brandon roy,third all-nba team,1,87.0,610.0,0.143,0,0,0
2010,Chris Bosh,chris bosh,others receiving votes,0,80.0,610.0,0.131,0,0,0
2010,Rajon Rondo,rajon rondo,others receiving votes,0,47.0,610.0,0.077,0,0,0
2010,David Lee,david lee,others receiving votes,0,43.0,610.0,0.07,0,0,0
2010,Carlos Boozer,carlos boozer,others receiving votes,0,33.0,610.0,0.054,0,0,0
2010,Chauncey Billups,chauncey billups,others receiving votes,0,24.0,610.0,0.039,0,0,0
2010,Zach Randolph,zach randolph,others receiving votes,0,20.0,610.0,0.033,0,0,0
2010,Al Horford,al horford,others receiving votes,0,19.0,610.0,0.031,0,0,0
2010,Jason Kidd,jason kidd,others receiving votes,0,18.0,610.0,0.03,0,0,0
2010,Derrick Rose,derrick rose,others receiving votes,0,15.0,610.0,0.025,0,0,0
2010,Chris Paul,chris paul,others receiving votes,0,14.0,610.0,0.023,0,0,0
2010,Manu Ginóbili,manu ginobili,others receiving votes,0,13.0,610.0,0.021,0,0,0
2010,Chris Kaman,chris kaman,others receiving votes,0,9.0,610.0,0.015,0,0,0
2010,Brook Lopez,brook lopez,others receiving votes,0,6.0,610.0,0.01,0,0,0
2010,Josh Smith,josh smith,others receiving votes,0,6.0,610.0,0.01,0,0,0
2010,Paul Pierce,paul pierce,others receiving votes,0,6.0,610.0,0.01,0,0,0
2010,Gerald Wallace,gerald wallace,others receiving votes,0,5.0,610.0,0.008,0,0,0
2010,Marcus Camby,marcus camby,others receiving votes,0,3.0,610.0,0.005,0,0,0
2010,Andrew Bynum,andrew bynum,others receiving votes,0,2.0,610.0,0.003,0,0,2
2010,Danny Granger,danny granger,others receiving votes,0,2.0,610.0,0.003,0,0,2
2010,David West,david west,others receiving votes,0,1.0,610.0,0.002,0,0,1
2010,Kevin Garnett,kevin garnett,others receiving votes,0,1.0,610.0,0.002,0,0,1
2010,Mo Williams,mo williams,others receiving votes,0,1.0,610.0,0.002,0,0,1
2010,Tony Parker,tony parker,others receiving votes,0,1.0,610.0,0.002,0,0,1
2011,LeBron James,lebron james,first all-nba team,3,595.0,595.0,1.0,119,0,0
2011,Derrick Rose,derrick rose,first all-nba team,3,593.0,595.0,0.997,118,1,0
2011,Dwight Howard,dwight howard,first all-nba team,3,593.0,595.0,0.997,118,1,0
2011,Kobe Bryant,kobe bryant,first all-nba team,3,551.0,595.0,0.926,98,0,0
2011,Kevin Durant,kevin durant,first all-nba team,3,492.0,595.0,0.827,69,0,0
2011,Amar'e Stoudemire,amar'e stoudemire,second all-nba team,2,437.0,595.0,0.734,2,0,0
2011,Dirk Nowitzki,dirk nowitzki,second all-nba team,2,437.0,595.0,0.734,47,0,0
2011,Dwyane Wade,dwyane wade,second all-nba team,2,392.0,595.0,0.659,24,0,0
2011,Pau Gasol,pau gasol,second all-nba team,2,259.0,595.0,0.435,2,0,0
2011,Russell Westbrook,russell westbrook,second all-nba team,2,184.0,595.0,0.309,0,0,0
2011,Chris Paul,chris paul,third all-nba team,1,157.0,595.0,0.264,0,0,0
2011,LaMarcus Aldridge,lamarcus aldridge,third all-nba team,1,135.0,595.0,0.227,0,0,0
2011,Manu Ginóbili,manu ginobili,third all-nba team,1,106.0,595.0,0.178,0,0,0
2011,Rajon Rondo,rajon rondo,others receiving votes,0,68.0,595.0,0.114,0,0,0
2011,Zach Randolph,zach randolph,third all-nba team,1,67.0,595.0,0.113,0,0,0
2011,Al Horford,al horford,third all-nba team,1,62.0,595.0,0.104,0,0,0
2011,Paul Pierce,paul pierce,others receiving votes,0,55.0,595.0,0.092,0,0,0
2011,Carmelo Anthony,carmelo anthony,others receiving votes,0,53.0,595.0,0.089,0,0,0
2011,Kevin Love,kevin love,others receiving votes,0,48.0,595.0,0.081,0,0,0
2011,Tim Duncan,tim duncan,others receiving votes,0,43.0,595.0,0.072,0,0,0
2011,Blake Griffin,blake griffin,others receiving votes,0,36.0,595.0,0.061,0,0,0
2011,Tony Parker,tony parker,others receiving votes,0,27.0,595.0,0.045,0,0,0
2011,Kevin Garnett,kevin garnett,others receiving votes,0,22.0,595.0,0.037,0,0,0
2011,Deron Williams,deron williams,others receiving votes,0,19.0,595.0,0.032,0,0,0
2011,Steve Nash,steve nash,others receiving votes,0,17.0,595.0,0.029,0,0,0
2011,Andrew Bogut,andrew bogut,others receiving votes,0,13.0,595.0,0.022,0,0,0
2011,Monta Ellis,monta ellis,others receiving votes,0,11.0,595.0,0.018,0,0,0
2011,Nenê,nene,others receiving votes,0,11.0,595.0,0.018,0,0,0
2011,Andrew Bynum,andrew bynum,others receiving votes,0,9.0,595.0,0.015,0,0,0
2011,Kevin Martin,kevin martin,others receiving votes,0,7.0,595.0,0.012,0,0,0
2011,Tyson Chandler,tyson chandler,others receiving votes,0,7.0,595.0,0.012,0,0,0
2011,Joakim Noah,joakim noah,others receiving votes,0,5.0,595.0,0.008,0,0,0
2011,Al Jefferson,al jefferson,others receiving votes,0,3.0,595.0,0.005,0,0,0
2011,Kendrick Perkins,kendrick perkins,others receiving votes,0,3.0,595.0,0.005,0,0,0
2011,Marc Gasol,marc gasol,others receiving votes,0,3.0,595.0,0.005,0,0,0
2011,Andrea Bargnani,andrea bargnani,others receiving votes,0,2.0,595.0,0.003,0,0,2
2011,Chris Bosh,chris bosh,others receiving votes,0,2.0,595.0,0.003,0,0,2
2011,Andre Iguodala,andre iguodala,others receiving votes,0,1.0,595.0,0.002,0,0,1
2011,Emeka Okafor,emeka okafor,others receiving votes,0,1.0,595.0,0.002,0,0,1
2011,Eric Gordon,eric gordon,others receiving votes,0,1.0,595.0,0.002,0,0,1
2011,Gerald Wallace,gerald wallace,others receiving votes,0,1.0,595.0,0.002,0,0,1
2011,Jason Kidd,jason kidd,others receiving votes,0,1.0,595.0,0.002,0,0,1
2011,Luis Scola,luis scola,others receiving votes,0,1.0,595.0,0.002,0,0,1
2011,Luol Deng,luol deng,others receiving votes,0,1.0,595.0,0.002,0,0,1
2011,Ray Allen,ray allen,others receiving votes,0,1.0,595.0,0.002,0,0,1
2012,LeBron James,lebron james,first all-nba team,3,596.0,600.0,0.993,118,2,0
2012,Kevin Durant,kevin durant,first all-nba team,3,591.0,600.0,0.985,117,0,0
2012,Kobe Bryant,kobe bryant,first all-nba team,3,568.0,600.0,0.947,104,0,0
2012,Chris Paul,chris paul,first all-nba team,3,484.0,600.0,0.807,74,0,0
2012,Dwight Howard,dwight howard,first all-nba team,3,476.0,600.0,0.793,75,0,0
2012,Andrew Bynum,andrew bynum,second all-nba team,2,400.0,600.0,0.667,33,0,0
2012,Tony Parker,tony parker,second all-nba team,2,367.0,600.0,0.612,41,0,0
2012,Kevin Love,kevin love,second all-nba team,2,365.0,600.0,0.608,16,0,0
2012,Russell Westbrook,russell westbrook,second all-nba team,2,239.0,600.0,0.398,5,0,0
2012,Dwyane Wade,dwyane wade,third all-nba team,1,235.0,600.0,0.392,1,0,0
2012,Blake Griffin,blake griffin,second all-nba team,2,170.0,600.0,0.283,0,0,0
2012,Carmelo Anthony,carmelo anthony,third all-nba team,1,154.0,600.0,0.257,1,0,0
2012,Rajon Rondo,rajon rondo,third all-nba team,1,142.0,600.0,0.237,4,0,0
2012,Dirk Nowitzki,dirk nowitzki,third all-nba team,1,136.0,600.0,0.227,0,0,0
2012,Tyson Chandler,tyson chandler,third all-nba team,1,60.0,600.0,0.1,4,0,0
2012,LaMarcus Aldridge,lamarcus aldridge,others receiving votes,0,55.0,600.0,0.092,0,0,0
2012,Marc Gasol,marc gasol,others receiving votes,0,52.0,600.0,0.087,0,0,0
2012,Derrick Rose,derrick rose,others receiving votes,0,44.0,600.0,0.073,0,0,0
2012,Josh Smith,josh smith,others receiving votes,0,33.0,600.0,0.055,0,0,0
2012,Paul Pierce,paul pierce,others receiving votes,0,31.0,600.0,0.052,0,0,0
2012,Al Jefferson,al jefferson,others receiving votes,0,30.0,600.0,0.05,0,0,0
2012,Pau Gasol,pau gasol,others receiving votes,0,27.0,600.0,0.045,0,0,0
2012,Steve Nash,steve nash,others receiving votes,0,24.0,600.0,0.04,0,0,0
2012,Kevin Garnett,kevin garnett,others receiving votes,0,22.0,600.0,0.037,0,0,0
2012,Tim Duncan,tim duncan,others receiving votes,0,18.0,600.0,0.03,0,0,0
2012,Joe Johnson,joe johnson,others receiving votes,0,16.0,600.0,0.027,0,0,0
2012,Deron Williams,deron williams,others receiving votes,0,14.0,600.0,0.023,0,0,0
2012,Rudy Gay,rudy gay,others receiving votes,0,10.0,600.0,0.017,0,0,0
2012,James Harden,james harden,others receiving votes,0,8.0,600.0,0.013,0,0,0
2012,Luol Deng,luol deng,others receiving votes,0,5.0,600.0,0.008,0,0,0
2012,Roy Hibbert,roy hibbert,others receiving votes,0,5.0,600.0,0.008,0,0,0
2012,Danny Granger,danny granger,others receiving votes,0,3.0,600.0,0.005,0,0,0
2012,Joakim Noah,joakim noah,others receiving votes,0,3.0,600.0,0.005,0,0,0
2012,Manu Ginóbili,manu ginobili,others receiving votes,0,3.0,600.0,0.005,0,0,0
2012,Chris Bosh,chris bosh,others receiving votes,0,2.0,600.0,0.003,0,0,2
2012,Luis Scola,luis scola,others receiving votes,0,2.0,600.0,0.003,0,0,2
2012,Marcin Gortat,marcin gortat,others receiving votes,0,2.0,600.0,0.003,0,0,2
2012,Monta Ellis,monta ellis,others receiving votes,0,2.0,600.0,0.003,0,0,2
2012,Paul Millsap,paul millsap,others receiving votes,0,2.0,600.0,0.003,0,0,2
2012,Serge Ibaka,serge ibaka,others receiving votes,0,2.0,600.0,0.003,0,0,2
2012,David Lee,david lee,others receiving votes,0,1.0,600.0,0.002,0,0,1
2012,DeMarcus Cousins,demarcus cousins,others receiving votes,0,1.0,600.0,0.002,0,0,1
2013,LeBron James,lebron james,first all-nba team,3,595.0,595.0,1.0,119,0,0
2013,Kevin Durant,kevin durant,first all-nba team,3,555.0,595.0,0.933,102,0,0
2013,Chris Paul,chris paul,first all-nba team,3,537.0,595.0,0.903,97,0,0
2013,Kobe Bryant,kobe bryant,first all-nba team,3,521.0,595.0,0.876,91,0,0
2013,Carmelo Anthony,carmelo anthony,second all-nba team,2,397.0,595.0,0.667,24,0,0
2013,Tim Duncan,tim duncan,first all-nba team,3,392.0,595.0,0.659,45,0,0
2013,Russell Westbrook,russell westbrook,second all-nba team,2,306.0,595.0,0.514,20,0,0
2013,Marc Gasol,marc gasol,second all-nba team,2,295.0,595.0,0.496,38,0,0
2013,Tony Parker,tony parker,second all-nba team,2,273.0,595.0,0.459,16,0,0
2013,James Harden,james harden,third all-nba team,1,253.0,595.0,0.425,5,0,0
2013,Dwight Howard,dwight howard,third all-nba team,1,203.0,595.0,0.341,17,0,0
2013,Dwyane Wade,dwyane wade,third all-nba team,1,145.0,595.0,0.244,3,0,0
2013,Blake Griffin,blake griffin,second all-nba team,2,132.0,595.0,0.222,0,0,0
2013,Brook Lopez,brook lopez,others receiving votes,0,132.0,595.0,0.222,7,0,0
2013,David Lee,david lee,third all-nba team,1,79.0,595.0,0.133,0,0,0
2013,Paul George,paul george,third all-nba team,1,73.0,595.0,0.123,0,0,0
2013,Stephen Curry,stephen curry,others receiving votes,0,72.0,595.0,0.121,0,0,0
2013,LaMarcus Aldridge,lamarcus aldridge,others receiving votes,0,62.0,595.0,0.104,0,0,0
2013,Chris Bosh,chris bosh,others receiving votes,0,59.0,595.0,0.099,4,0,0
2013,Joakim Noah,joakim noah,others receiving votes,0,56.0,595.0,0.094,3,0,0
2013,Zach Randolph,zach randolph,others receiving votes,0,45.0,595.0,0.076,0,0,0
2013,Al Horford,al horford,others receiving votes,0,31.0,595.0,0.052,2,0,0
2013,Paul Pierce,paul pierce,others receiving votes,0,24.0,595.0,0.04,0,0,0
2013,Al Jefferson,al jefferson,others receiving votes,0,20.0,595.0,0.034,1,0,0
2013,Tyson Chandler,tyson chandler,others receiving votes,0,19.0,595.0,0.032,1,0,0
2013,Roy Hibbert,roy hibbert,others receiving votes,0,9.0,595.0,0.015,0,0,0
2013,Kevin Garnett,kevin garnett,others receiving votes,0,8.0,595.0,0.013,0,0,0
2013,Luol Deng,luol deng,others receiving votes,0,8.0,595.0,0.013,0,0,0
2013,Ty Lawson,ty lawson,others receiving votes,0,8.0,595.0,0.013,0,0,0
2013,Josh Smith,josh smith,others receiving votes,0,7.0,595.0,0.012,0,0,0
2013,Deron Williams,deron williams,others receiving votes,0,6.0,595.0,0.01,0,0,0
2013,Pau Gasol,pau gasol,others receiving votes,0,4.0,595.0,0.007,0,0,0
2013,Serge Ibaka,serge ibaka,others receiving votes,0,4.0,595.0,0.007,0,0,0
2013,Kenneth Faried,kenneth faried,others receiving votes,0,3.0,595.0,0.005,0,0,0
2013,Kyrie Irving,kyrie irving,others receiving votes,0,3.0,595.0,0.005,0,0,0
2013,Raymond Felton,raymond felton,others receiving votes,0,3.0,595.0,0.005,0,0,0
2013,Ömer Aşık,omer asik,others receiving votes,0,3.0,595.0,0.005,0,0,0
2013,Carlos Boozer,carlos boozer,others receiving votes,0,2.0,595.0,0.003,0,0,2
2013,David West,david west,others receiving votes,0,2.0,595.0,0.003,0,0,2
2013,Mike Conley,mike conley,others receiving votes,0,2.0,595.0,0.003,0,0,2
2013,Andre Iguodala,andre iguodala,others receiving votes,0,1.0,595.0,0.002,0,0,1
2013,Dirk Nowitzki,dirk nowitzki,others receiving votes,0,1.0,595.0,0.002,0,0,1
2013,J.J. Hickson,jj hickson,others receiving votes,0,1.0,595.0,0.002,0,0,1
2013,Nikola Peković,nikola pekovic,others receiving votes,0,1.0,595.0,0.002,0,0,1
2013,Nikola Vučević,nikola vucevic,others receiving votes,0,1.0,595.0,0.002,0,0,1
2013,Rajon Rondo,rajon rondo,others receiving votes,0,1.0,595.0,0.002,0,0,1
2013,Rudy Gay,rudy gay,others receiving votes,0,1.0,595.0,0.002,0,0,1
2014,Kevin Durant,kevin durant,first all-nba team,3,625.0,625.0,1.0,125,0,0
2014,LeBron James,lebron james,first all-nba team,3,623.0,625.0,0.997,124,1,0
2014,Joakim Noah,joakim noah,first all-nba team,3,551.0,625.0,0.882,101,0,0
2014,Chris Paul,chris paul,first all-nba team,3,540.0,625.0,0.864,86,0,0
2014,James Harden,james harden,first all-nba team,3,502.0,625.0,0.803,73,0,0
2014,Stephen Curry,stephen curry,second all-nba team,2,489.0,625.0,0.782,65,0,0
2014,Blake Griffin,blake griffin,second all-nba team,2,350.0,625.0,0.56,5,0,0
2014,Kevin Love,kevin love,second all-nba team,2,237.0,625.0,0.379,2,0,0
2014,Dwight Howard,dwight howard,second all-nba team,2,226.0,625.0,0.362,9,0,0
2014,Tony Parker,tony parker,second all-nba team,2,210.0,625.0,0.336,14,0,0
2014,Al Jefferson,al jefferson,third all-nba team,1,191.0,625.0,0.306,4,0,0
2014,LaMarcus Aldridge,lamarcus aldridge,third all-nba team,1,191.0,625.0,0.306,4,0,0
2014,Paul George,paul george,third all-nba team,1,171.0,625.0,0.274,4,0,0
2014,Damian Lillard,damian lillard,third all-nba team,1,115.0,625.0,0.184,2,0,0
2014,Goran Dragić,goran dragic,third all-nba team,1,115.0,625.0,0.184,1,0,0
2014,Carmelo Anthony,carmelo anthony,others receiving votes,0,86.0,625.0,0.138,1,0,0
2014,John Wall,john wall,others receiving votes,0,70.0,625.0,0.112,0,0,0
2014,Tim Duncan,tim duncan,others receiving votes,0,63.0,625.0,0.101,1,0,0
2014,DeMar DeRozan,demar derozan,others receiving votes,0,56.0,625.0,0.09,0,0,0
2014,Anthony Davis,anthony davis,others receiving votes,0,40.0,625.0,0.064,1,0,0
2014,Dirk Nowitzki,dirk nowitzki,others receiving votes,0,37.0,625.0,0.059,1,0,0
2014,Russell Westbrook,russell westbrook,others receiving votes,0,32.0,625.0,0.051,1,0,0
2014,Kyle Lowry,kyle lowry,others receiving votes,0,29.0,625.0,0.046,0,0,0
2014,DeAndre Jordan,deandre jordan,others receiving votes,0,21.0,625.0,0.034,0,0,0
2014,Roy Hibbert,roy hibbert,others receiving votes,0,17.0,625.0,0.027,0,0,0
2014,Marc Gasol,marc gasol,others receiving votes,0,16.0,625.0,0.026,2,0,0
2014,DeMarcus Cousins,demarcus cousins,others receiving votes,0,14.0,625.0,0.022,1,0,0
2014,Kyrie Irving,kyrie irving,others receiving votes,0,7.0,625.0,0.011,0,0,0
2014,Dwyane Wade,dwyane wade,others receiving votes,0,6.0,625.0,0.01,0,0,0
2014,Joe Johnson,joe johnson,others receiving votes,0,4.0,625.0,0.006,0,0,0
2014,Mike Conley,mike conley,others receiving votes,0,4.0,625.0,0.006,0,0,0
2014,Serge Ibaka,serge ibaka,others receiving votes,0,4.0,625.0,0.006,0,0,0
2014,Zach Randolph,zach randolph,others receiving votes,0,4.0,625.0,0.006,0,0,0
2014,Lance Stephenson,lance stephenson,others receiving votes,0,3.0,625.0,0.005,0,0,0
2014,Paul Millsap,paul millsap,others receiving votes,0,2.0,625.0,0.003,0,0,2
2014,Ty Lawson,ty lawson,others receiving votes,0,2.0,625.0,0.003,0,0,2
2014,Andre Drummond,andre drummond,others receiving votes,0,1.0,625.0,0.002,0,0,1
2014,Chris Bosh,chris bosh,others receiving votes,0,1.0,625.0,0.002,0,0,1
2014,Kawhi Leonard,kawhi leonard,others receiving votes,0,1.0,625.0,0.002,0,0,1
2014,Monta Ellis,monta ellis,others receiving votes,0,1.0,625.0,0.002,0,0,1
2015,LeBron James,lebron james,first all-nba team,3,645.0,645.0,1.0,129,0,0
2015,Stephen Curry,stephen curry,first all-nba team,3,645.0,645.0,1.0,129,0,0
2015,James Harden,james harden,first all-nba team,3,637.0,645.0,0.988,125,0,0
2015,Anthony Davis,anthony davis,first all-nba team,3,625.0,645.0,0.969,119,0,0
2015,Marc Gasol,marc gasol,first all-nba team,3,453.0,645.0,0.702,65,0,0
2015,Russell Westbrook,russell westbrook,second all-nba team,2,397.0,645.0,0.616,10,0,0
2015,LaMarcus Aldridge,lamarcus aldridge,second all-nba team,2,390.0,645.0,0.605,13,0,0
2015,Chris Paul,chris paul,second all-nba team,2,335.0,645.0,0.519,1,0,0
2015,Pau Gasol,pau gasol,second all-nba team,2,242.0,645.0,0.375,15,0,0
2015,DeMarcus Cousins,demarcus cousins,second all-nba team,2,220.0,645.0,0.341,18,0,0
2015,Blake Griffin,blake griffin,third all-nba team,1,189.0,645.0,0.293,2,0,0
2015,DeAndre Jordan,deandre jordan,third all-nba team,1,175.0,645.0,0.271,12,0,0
2015,Tim Duncan,tim duncan,third all-nba team,1,167.0,645.0,0.259,6,0,0
2015,Kawhi Leonard,kawhi leonard,others receiving votes,0,155.0,645.0,0.24,0,0,0
2015,Klay Thompson,klay thompson,third all-nba team,1,122.0,645.0,0.189,0,0,0
2015,Kyrie Irving,kyrie irving,third all-nba team,1,112.0,645.0,0.174,0,0,0
2015,Paul Millsap,paul millsap,others receiving votes,0,70.0,645.0,0.109,0,0,0
2015,Al Horford,al horford,others receiving votes,0,64.0,645.0,0.099,1,0,0
2015,John Wall,john wall,others receiving votes,0,50.0,645.0,0.078,0,0,0
2015,Jimmy Butler,jimmy butler iii,others receiving votes,0,32.0,645.0,0.05,0,0,0
2015,Damian Lillard,damian lillard,others receiving votes,0,22.0,645.0,0.034,0,0,0
2015,Draymond Green,draymond green,others receiving votes,0,9.0,645.0,0.014,0,0,0
2015,Jeff Teague,jeff teague,others receiving votes,0,7.0,645.0,0.011,0,0,0
2015,Zach Randolph,zach randolph,others receiving votes,0,7.0,645.0,0.011,0,0,0
2015,Andrew Bogut,andrew bogut,others receiving votes,0,6.0,645.0,0.009,0,0,0
2015,Nikola Vučević,nikola vucevic,others receiving votes,0,6.0,645.0,0.009,0,0,0
2015,DeMar DeRozan,demar derozan,others receiving votes,0,3.0,645.0,0.005,0,0,0
2015,Rudy Gay,rudy gay,others receiving votes,0,3.0,645.0,0.005,0,0,0
2015,Andre Drummond,andre drummond,others receiving votes,0,2.0,645.0,0.003,0,0,0
2015,Dirk Nowitzki,dirk nowitzki,others receiving votes,0,2.0,645.0,0.003,0,0,0
2015,Dwyane Wade,dwyane wade,others receiving votes,0,2.0,645.0,0.003,0,0,0
2015,Gordon Hayward,gordon hayward,others receiving votes,0,2.0,645.0,0.003,0,0,0
2015,Joakim Noah,joakim noah,others receiving votes,0,2.0,645.0,0.003,0,0,0
2015,Kyle Korver,kyle korver,others receiving votes,0,2.0,645.0,0.003,0,0,0
2015,Brook Lopez,brook lopez,others receiving votes,0,1.0,645.0,0.002,0,0,0
2015,Carmelo Anthony,carmelo anthony,others receiving votes,0,1.0,645.0,0.002,0,0,0
2015,Kevin Love,kevin love,others receiving votes,0,1.0,645.0,0.002,0,0,0
2015,Khris Middleton,khris middleton,others receiving votes,0,1.0,645.0,0.002,0,0,0
2015,Kyle Lowry,kyle lowry,others receiving votes,0,1.0,645.0,0.002,0,0,0
2015,Mike Conley,mike conley,others receiving votes,0,1.0,645.0,0.002,0,0,0
2015,Tyson Chandler,tyson chandler,others receiving votes,0,1.0,645.0,0.002,0,0,0
2016,Stephen Curry,stephen curry,first all-nba team,3,645.0,645.0,1.0,129,0,0
2016,LeBron James,lebron james,first all-nba team,3,637.0,645.0,0.988,125,4,0
2016,Russell Westbrook,russell westbrook,first all-nba team,3,627.0,645.0,0.972,120,9,0
2016,Kawhi Leonard,kawhi leonard,first all-nba team,3,575.0,645.0,0.891,94,35,0
2016,Kevin Durant,kevin durant,second all-nba team,2,452.0,645.0,0.701,36,90,2
2016,Draymond Green,draymond green,second all-nba team,2,431.0,645.0,0.668,40,74,9
2016,Chris Paul,chris paul,second all-nba team,2,353.0,645.0,0.547,8,101,10
